"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9"
"infrastr",0.335640658885799,0.204206216866617,-0.46807171509554,-0.126174870269136,0.277902791246513,-0.174057648898349,0.691474524413745,0.0377050079663425,-0.153457579396512
"writing",0.333443494836367,0.385243477916573,0.273986247593381,0.455841115891153,-0.166940097977539,-0.237927925899142,-0.131609193755986,0.284789002436623,-0.524059979049626
"texts",0.349399502530005,0.341536368598223,0.110909192313296,0.30333756552464,-0.0787379045168428,-0.177103344992679,0.0215289358125678,-0.366164068347111,0.696314222544314
"money",0.309507616728572,0.341278156502673,0.486629422315679,-0.697281904218595,0.0987965859336047,0.222851096572549,-0.0408606186763504,-0.0375849028969496,-0.0471000503930175
"PolPop",0.352613553215022,-0.338791907376652,0.0712403691947668,-0.0104477538188179,-0.18157662169372,0.0323711015065957,0.00260917431019404,0.792063270904495,-0.307099966065352
"PolTerr",0.320444812882155,-0.52936309059794,0.266756785348623,-0.3202911299111,-0.164102926502182,-0.34715863773139,0.375640151676934,-0.367086552903024,0.141553165517653
"CapPop",0.336332574766102,-0.36915309046579,-0.144245372176469,0.184460094691351,-0.21274560060097,0.541511662325645,-0.49287122200946,-0.304345654087296,0.147411842693244
"levels",0.328991000271868,-0.208177213496196,-0.265048028526992,0.218765905310041,0.842775754393421,-0.137221454976181,0.0322702716709794,-0.00537177666978678,0.0121352565453109
"government",0.328345612556327,0.252173577365602,-0.507965570501058,-0.146391737834181,-0.268273557802851,-0.580659960650489,-0.373012425970801,-0.0253125049176234,0.0149130587209583
"infrastr",0.334765124274028,0.27765007493597,-0.416884287019147,0.150762331902195,-0.210290657815262,0.307079614383173,0.6700276347293,0.00968454270869459,0.163615665421386
"writing",0.334351073005152,0.345941158798904,0.331861081498842,-0.446938813950547,0.203267279117377,0.174991134318064,-0.15951399525567,0.220190752747207,0.559267223849709
"texts",0.350182238427935,0.31520488541325,0.175422476989105,-0.28353764417334,0.111665443765603,0.202101906027781,-0.00948402114597392,-0.303214630582387,-0.722155266128495
"money",0.311973324231458,0.256266507792921,0.509884388879074,0.700794312173807,-0.120784421708777,-0.25186787590509,-0.0362531953025651,-0.0638005591524,0.0499425169127259
